"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:7j31rVgGX9Q2blT92VBEA0","Teenagers","spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb","My Chemical Romance","spotify:album:0FZK97MXMm5mUQ8mtudjuK","The Black Parade","spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb","My Chemical Romance","2006-10-23","https://i.scdn.co/image/ab67616d0000b27317f77fab7e8f18d5f9fee4a1","1","11","161920","https://p.scdn.co/mp3-preview/e6d0c0da5d86b2d19ee4456344ac9527a72b2a7d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USRE10602912","spotify:user:4lx1knf7b4w9im6bkv8mwna3y","2022-07-21T04:02:30Z"
"spotify:track:0LRrtw1MFASb7tgyHqVXnh","The New National Anthem","spotify:artist:4iJLPqClelZOBCBifm8Fzv","Pierce The Veil","spotify:album:01dcOm8Whefyve6zChrq9Q","Selfish Machines","spotify:artist:4iJLPqClelZOBCBifm8Fzv","Pierce The Veil","2010-06-21","https://i.scdn.co/image/ab67616d0000b2735eae69bbe37d5f382155e387","1","6","239573","https://p.scdn.co/mp3-preview/da923b929c6b8eea6fd4cb547154ae6513af5e51?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","US3X51016106","spotify:user:4lx1knf7b4w9im6bkv8mwna3y","2022-07-21T04:03:59Z"
"spotify:local:::Torikago:243","Torikago","","","","","","","","","0","0","243000","","false","0","","spotify:user:4lx1knf7b4w9im6bkv8mwna3y","2022-07-21T04:05:34Z"
"spotify:track:43DHLzDkncpby82Po5jlOZ","Don't Stop Me Now","spotify:artist:1dfeR4HaWDbWqFHLkxsg1d","Queen","spotify:album:5X3rA8To5GDOeIWdQyMEcE","Jazz","spotify:artist:1dfeR4HaWDbWqFHLkxsg1d","Queen","1978-11-10","https://i.scdn.co/image/ab67616d0000b2730b7c95b538308aebf58cc4f6","1","12","209560","","false","2","GBCEG7800014","spotify:user:4lx1knf7b4w9im6bkv8mwna3y","2022-07-21T04:21:57Z"
"spotify:track:4pmU8AtVu9qU40Xd9zjEfA","A Little Less Sixteen Candles, A Little More ""Touch Me""","spotify:artist:4UXqAaa6dQYAk18Lv7PEgX","Fall Out Boy","spotify:album:5nkUSlIhtoJZMOUlB0sNCp","From Under The Cork Tree","spotify:artist:4UXqAaa6dQYAk18Lv7PEgX","Fall Out Boy","2005-05-03","https://i.scdn.co/image/ab67616d0000b27371565eda831124be86c603d5","1","11","169026","","false","63","USDJ20500171","spotify:user:4lx1knf7b4w9im6bkv8mwna3y","2022-07-21T04:33:17Z"
"spotify:track:5jgFfDIR6FR0gvlA56Nakr","Blackbird - Remastered 2009","spotify:artist:3WrFJ7ztbogyGnTHbHJFl2","The Beatles","spotify:album:1klALx0u4AavZNEvC4LrTL","The Beatles (Remastered)","spotify:artist:3WrFJ7ztbogyGnTHbHJFl2","The Beatles","1968-11-22","https://i.scdn.co/image/ab67616d0000b2734ce8b4e42588bf18182a1ad2","1","11","138386","","false","76","GBAYE0601654","spotify:user:4lx1knf7b4w9im6bkv8mwna3y","2022-07-21T04:49:03Z"
"spotify:track:3yrSvpt2l1xhsV9Em88Pul","Brown Eyed Girl","spotify:artist:44NX2ffIYHr6D4n7RaZF7A","Van Morrison","spotify:album:7dsWupQRlFuhG8FGiQAUjC","Blowin' Your Mind!","spotify:artist:44NX2ffIYHr6D4n7RaZF7A","Van Morrison","1967-09","https://i.scdn.co/image/ab67616d0000b2733f29a976eea00141514ab936","1","1","183306","https://p.scdn.co/mp3-preview/731469a968c3295114a2b7052610674bf56c6048?cid=9950ac751e34487dbbe027c4fd7f8e99","false","85","USSM16700357","spotify:user:4lx1knf7b4w9im6bkv8mwna3y","2022-07-21T04:49:16Z"
"spotify:track:3TB9KL7iUVd7N5ihzghGw4","Gymnopedie","spotify:artist:2zFkwocH9Ah8KpUzydbcrO","Richard Mollenbeck","spotify:album:1E5EqMSPzEnbaYbWnHIMCY","Classical Guitar for Study","spotify:artist:2zFkwocH9Ah8KpUzydbcrO","Richard Mollenbeck","2017-01-30","https://i.scdn.co/image/ab67616d0000b273673766ff7d7e9fe3166d303a","1","2","217877","https://p.scdn.co/mp3-preview/34d93ff27eb4e8cea64ac37624e6ef15ab6a909c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","SE5IB1600497","spotify:user:4lx1knf7b4w9im6bkv8mwna3y","2022-07-21T04:51:26Z"
"spotify:track:17pYAFEZjKZFU5PHiUMzqx","鏡面の波","spotify:artist:69nJcqdEQREOnXx4VFAdkS","YURiKA","spotify:album:3V8Bpey3tW9nImD6ylaP2V","鏡面の波 (アーティスト盤)","spotify:artist:69nJcqdEQREOnXx4VFAdkS","YURiKA","2017-12-06","https://i.scdn.co/image/ab67616d0000b273384adbddb9fb461a12f11249","1","1","265453","https://p.scdn.co/mp3-preview/7b8935ba8f668d8abd79a89f9c6df83cf0ed9334?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","JPV431700577","spotify:user:4lx1knf7b4w9im6bkv8mwna3y","2022-07-21T04:54:35Z"
"spotify:track:1jsuNY2norISRscbYj5ISS","さみしいかみさま","spotify:artist:5Qeyh2XKoITt1mlEVtzazC","Daoko","spotify:album:7202ZrUyEoOv4xwbbBEfql","THANK YOU BLUE","spotify:artist:5Qeyh2XKoITt1mlEVtzazC","Daoko","2017-12-20","https://i.scdn.co/image/ab67616d0000b273e7f0b1cfcf4da8333f7644aa","1","4","269663","https://p.scdn.co/mp3-preview/c172e423066b2b7249f9558469ce873ef0e74236?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","JPTF01513902","spotify:user:4lx1knf7b4w9im6bkv8mwna3y","2022-07-21T04:55:18Z"
"spotify:track:58P3VN60GEMmzG3AlnxINg","ゆめみてたのあたし","spotify:artist:5Qeyh2XKoITt1mlEVtzazC","Daoko","spotify:album:7202ZrUyEoOv4xwbbBEfql","THANK YOU BLUE","spotify:artist:5Qeyh2XKoITt1mlEVtzazC","Daoko","2017-12-20","https://i.scdn.co/image/ab67616d0000b273e7f0b1cfcf4da8333f7644aa","1","12","271876","https://p.scdn.co/mp3-preview/9bf9a565b01f415545fad04802fd595af1ac0b38?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","JPTF01513903","spotify:user:4lx1knf7b4w9im6bkv8mwna3y","2022-07-21T04:55:23Z"
